2022-02-16 , 1.0 , 824.0 , 0.222526297 , 0.183361668728
2022-02-16 , 2.0 , 542.0 , 0.215829757 , 0.11697972829400001
2022-02-16 , 3.0 , 464.0 , 0.213415363 , 0.099024728432
2022-02-16 , 4.0 , 826.0 , 0.20581812 , 0.17000576712
2022-02-16 , 5.0 , 453.0 , 0.203201028 , 0.09205006568400001
2022-02-16 , 6.0 , 555.0 , 0.206452115 , 0.114580923825
2022-02-16 , 7.0 , 453.0 , 0.216016917 , 0.097855663401
2022-02-16 , 8.0 , 1601.0 , 0.269291031 , 0.431134940631
2022-02-16 , 9.0 , 1246.0 , 0.3010417 , 0.3750979582
2022-02-16 , 10.0 , 187.0 , 0.296663895 , 0.055476148365
2022-02-16 , 11.0 , 112.0 , 0.317730976 , 0.035585869312
2022-02-16 , 12.0 , 115.0 , 0.303910884 , 0.03494975166
2022-02-16 , 13.0 , 104.0 , 0.308101787 , 0.032042585848
2022-02-16 , 14.0 , 431.0 , 0.296271352 , 0.12769295271199999
2022-02-16 , 15.0 , 154.0 , 0.212469161 , 0.032720250794000004
2022-02-16 , 16.0 , 1024.0 , 0.207070628 , 0.21204032307200002
2022-02-16 , 17.0 , 719.0 , 0.20698231 , 0.14882028089
2022-02-16 , 18.0 , 868.0 , 0.235943443 , 0.204798908524
2022-02-16 , 19.0 , 135.0 , 0.365488143 , 0.049340899305
2022-02-16 , 20.0 , 160.0 , 0.379839868 , 0.06077437888
2022-02-16 , 21.0 , 753.0 , 0.392081661 , 0.29523749073300004
2022-02-16 , 22.0 , 242.0 , 0.380246681 , 0.09201969680199999
2022-02-16 , 23.0 , 523.0 , 0.288251511 , 0.15075554025300003
2022-02-17 , 24.0 , 231.0 , 0.247146375 , 0.057090812625

2022-02-17 , 1.0 , 189.0 , 0.176519951 , 0.033362270739000006
2022-02-17 , 2.0 , 186.0 , 0.175758071 , 0.032691001206
2022-02-17 , 3.0 , 163.0 , 0.149065175 , 0.024297623525
2022-02-17 , 4.0 , 440.0 , 0.143598384 , 0.06318328896
2022-02-17 , 5.0 , 102.0 , 0.143588325 , 0.01464600915
